ID_A;DV_A;MACROZONA;TAMANO;TRAMO;FE;P200;P201;P202;P203;P230;P231;P232;P233;P234;P235;P236;P237;P238;P239;P240;P241;P242;P243;P244;P245;P228;P229;P3000;P3002;P3004;P3006;P3330;P3336;P3338;P3331;P3337;P3339;P3231;P3232;P3233;P3234;P3235;P3237;P3238;P3240;P3248;P3250;P3265;P3241;P3242;P3243;P3244;P3046;P3047;P3048;P3049;P3050;P3051;P3253;P3254;P3255;P3256;P3257;P3266;P3267;P3268;P3271;P4000;P4002;P4003;P3055;P4118;P3344;P3269;P3270;P3057;P4119;P3345;P4139;P3084;P3085;P4140;P3086;P3087;P4141;P3088;P3089;P4142;P3090;P3091;P4143;P3294;P3295;P4144;P3092;P3093;P4122;P4145;P4120;P4121;P3342;P3343;P3102;P3104;P3106;P3108;P3110;P3112;P3114;P3116;P3132;P3118;P3120;P3122;P3124;P3126;P3128;P3130;P3134;P3103;P3105;P3107;P3109;P3111;P3113;P3115;P3117;P3133;P3119;P3121;P3123;P3125;P3127;P3129;P3131;P3135;P3146;P3147;P3148;P4005;P4006;P4004;P4124;P4127;P4125;P4146;P3136;P4147;P3139;P4148;P3142;P4149;P3145;P4150;P3281;P4151;P3154;P4152;P3157;P4153;P3332;P4154;P3333;P4155;P3334;P4156;P3335;P3162;P3164;P3166;P3168;P3170;P3172;P3174;P3176;P3178;P3180;P3182;P3184;P3186;P3188;P3190;P3192;P3282;P3283;P3284;P3320;P3321;P3323;P3324;P3326;P3327;P3329;P4008;P4010;P4011;P4012;P4013;P4014;P4015;P4016;P4017;P4018;P4019;P4020;P4021;P4022;P4023;P4024;P4025;P4026;P4027;P4028;P4029;P4030;P4031;P4032;P4033;P4034;P4035;P4036;P4037;P4038;P4180;P4181;P4182;P4183;P4184;P4185;P4186;P4187;P4188;P4189;P4190;P4039;P4040;P4041;P4042;P4043;P4044;P4046;P4045;P4047;P3196;P3197;P3285;P3198;P3199;P3200;P3286;P3201;P3202;P3287;P3288;P3289;P3290;P3291;P3293;P3296;P3297;P3298;P4157;P4059;P4163;P4169;P4158;P4062;P4164;P4170;P4159;P4065;P4165;P4171;P4160;P4068;P4166;P4172;P4161;P4071;P4167;P4173;P4162;P4074;P4168;P4174;P4113;P4175;P4176;P4177;P4178;P4179;P3220;P3222;P4116;P3230;P024;P041;P026;P027;P040;P028;P0281;P021
25130;5;13;1;1;1;19111466;18992932;0;0;0;6;3;15;5;0;35;64;0;0;2;5;0;0;12;19;7;6;0;1;0;1;0;1;99;;;;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;4;4;2;2;2;3;2;3;2;1;2;3;4;4;1;0;;;1;151200;226800;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;151200;226800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;1;1;0;2014;2018;1176073;1;1;1;2;1;2;;;1;1;0;;0;;1;1;1;2;1;2;1;1;0;;;;;;;;;;;;;;;;;;;12;1;3;0;0;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;1;0;0;0;1;0;;6;3;3;2;3;3;3;3;2;1;3;3;2;3;3;4;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;0;1;1987;1;100;0;0;4;;1
20616;8;3;3;2;2,141999962;74173;84911;0;0;0;0;3;22;1;4;0;30;0;1;2;7;2;2;0;14;0;0;0;1;1;0;0;1;99;1;0;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;2;2;2;4;3;2;2;1;4;3;2;3;3;0;0;;;1;153173;243258;0;1;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;153173;243258;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25;30;0;0;1;0;;;;1;1;1;2;1;2;;;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;6;ESPAÑA;INDIA;NIGERIA;1;0;14;0;4;0;19;1;0;0;1;50000;0;0;1;800000;1;0;0;;1;0;0;;1;0;0;;1;0;0;;;1;0;0;;1;0;0;0;1;;;;;;;;;;;;;;;;1;1;1;2;3;2;3;2;2;3;2;2;2;1;3;2;1;1;0;;;;1;1;0;1;0;;;;0;;;;0;;;;0;;;;0;0;0;;;;1;1;1;3;2012;1;33;0;67;10;CORPORACION DE DERECHO PRIVADO SIN FINES DE LUCRO;0
25070;1;13;1;2;3,038995649;7111112;4149688;0;0;2;90;23;25;3;0;0;143;0;1;0;2;0;0;0;3;5;2;0;0;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;0;0;4;4;4;1;2;4;2;1;4;1;4;4;4;4;0;0;;;1;180000;180000;1;0;0;;;0;;;0;;;0;;;0;;;1;15000;15000;0;;;;0;;;195000;195000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;1;1;0;2014;2018;1300000;1;1;0;;1;1;;;0;;0;;0;;0;;1;2;0;;1;2;0;;;;;;;;;;;;;;;;;;;3;1;7;0;3;1;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;4;2;2;3;3;3;4;3;3;3;4;3;3;4;2;4;3;1;6;0;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;0;0;;;;1;1;0;2;1977;1;100;0;0;4;;0
20927;9;13;3;2;1,528149854;175400;132268;0;0;1;1;0;1;0;2;0;5;0;4;0;2;0;2;0;8;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;182972;155690;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;182972;155690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;60;60;0;0;1;0;;;;1;1;0;;0;;;;0;;1;2;0;;0;;1;1;0;;1;2;0;;;;;;;;;;;;;;;;;;;0;0;7;0;0;0;7;1;0;0;1;80;1;0;0;;0;0;1;35;1;0;0;;1;0;0;;1;0;0;;;1;0;0;;1;0;0;1;0;;;1;;;;;;;;;;;;;1;1;1;1;2;2;2;2;2;3;3;2;1;1;2;1;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;0;2;2007;1;100;0;0;2;;0
25048;3;1;1;1;1;348325863;410750749;0;0;0;968;847;467;9;0;0;2291;0;11;79;103;1;0;0;194;1920;2054;0;0;;;;;;;;;;;;;1;1;0;1;0;0;0;1;0;0;0;1;1;2;2;3;2;2;4;2;2;2;1;1;1;1;0;;;1;187963;99000;0;1;0;;;0;;;0;;;0;;;1;0;24870;0;;;0;;;;0;;;187963;123870;0;0;0;0;0;28;4;20;7;17;14;0;10;0;0;0;0;0;0;0;0;0;24;5;19;8;18;13;2;11;0;0;0;0;100;100;0;1;0;0;;;;1;1;1;3;1;1;;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;21;1;2;1;2;1;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;1;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;1980;1;100;0;0;5;;1
25236;6;13;1;2;1,08;10823843;12961120;0;7738;0;12;17;19;0;0;0;48;0;11;40;13;0;0;0;64;0;0;1;0;0;1;0;8;92;0;0;100;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;4;4;2;3;2;4;4;4;1;4;4;2;4;4;0;0;;;1;200000;250000;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;DESARROLLO DE PRODUCTOS FARMACEUTICOS Y BIOEQUIVALENCIA;1;100000;150000;300000;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;4;25;0;1;1;1;;;;1;1;0;;0;;;;0;;0;;0;;0;;1;1;0;;1;1;0;;;;;;;;;;;;;;;;;;;2;1;5;1;4;1;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;1;1;2;2;2;2;1;3;3;3;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;0;1;1993;1;0;100;0;4;;1
25661;7;13;1;1;1;472065178;477938913;0;0;0;104;63;0;0;0;273;440;0;1;23;0;0;0;32;56;0;0;1;0;0;1;0;12;88;;;;0;0;1;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;2;2;2;3;2;1;1;2;1;2;3;0;0;;;1;212326;198923;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;212326;198923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;1;1;0;2017;2018;471000;1;1;1;1;1;1;;;0;;0;;0;;1;2;0;;0;;1;3;0;;;;;;;;;;;;;;;;;;;10;1;5;0;5;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;0;0;0;0;0;0;;1;2;2;2;2;2;3;2;3;2;3;3;2;3;3;3;4;4;4;1;1;1;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;0;0;;;;1;1;1;1;2002;1;100;0;0;4;;1
20761;9;13;1;2;2,594118574;26500000;28000000;1500000;4300000;0;0;0;24;4;2;216;246;0;0;0;10;0;0;92;102;340;200;1;0;1;0;0;0;100;0;0;100;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;1;1;2;3;2;1;1;3;3;1;2;3;1;0;;;1;245621;113486;0;1;0;;;0;;;1;72000;32000;0;;;0;;;0;;;0;;;;0;;;317621;145486;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;82;0;99;99;0;1;1;0;;;0;1;1;0;;0;;;;1;2;0;;0;;0;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;0;0;1;0;10;1;11;1;0;0;1;196000;1;0;0;;1;0;0;;1;0;0;;1;0;0;;1;0;0;;;1;0;0;;0;;;;;;;;;;;;;;;;;;;;1;2;1;2;3;2;1;1;1;3;3;3;1;1;2;1;1;1;0;;;;0;;;;0;;;;1;1;6;1;0;;;;0;;;;0;0;0;;;;1;1;0;1;2008;1;100;0;0;4;;0
24981;4;13;1;2;1,08;32061306;37382761;7683088;9929105;1;100;16;124;0;0;12;253;0;141;10;90;0;0;8;249;297;317;0;0;;;;;;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;4;4;4;4;2;4;2;4;4;2;2;4;4;4;0;0;;;1;250291;312843;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;250291;312843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;84;98;0;0;1;0;2016;2018;494013;1;2;0;;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;1;1;10;1;2;1;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;0;0;0;0;1;0;0;;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;1;0;2;1992;1;0;100;0;4;;1
24575;4;13;1;2;1,256097561;26025733;28017417;2208220;2573189;0;0;0;44;0;0;0;44;0;0;0;8;0;0;0;8;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;273986;198418;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;273986;198418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;0;1;0;2014;2018;1426196;1;1;0;;0;;;;1;2;0;;0;;1;2;0;;0;;1;2;0;;;;;;;;;;;;;;;;;;;0;0;3;1;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;0;1;0;0;0;0;;3;2;1;2;2;3;3;2;2;2;3;3;2;2;2;2;2;2;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;0;1;1996;1;0;100;0;2;;1
22870;5;13;3;2;3,700553199;524885;493047;0;0;0;0;0;37;1;0;0;38;0;0;0;31;1;0;0;32;0;0;0;0;;;;;;;;;;;;;1;0;1;1;0;0;0;1;0;0;0;4;2;2;3;3;4;2;2;1;3;2;2;3;4;0;0;;;1;278018;112941;0;1;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;278018;112941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;8;65;62;0;1;0;0;;;;1;1;1;1;1;3;;;1;2;0;;0;;1;2;1;3;1;3;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;5;;;;1;1;4;0;0;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;2;2;1;1;2;3;1;2;3;3;3;2;3;3;1;4;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;2;2006;1;90;10;0;4;;0
23017;6;4;1;2;1,777777778;3014791;4004169;0;5070;0;34;7;33;4;1;0;79;0;3;4;8;0;0;0;15;9;12;1;1;1;0;5;0;95;100;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;2;1;2;2;3;1;2;1;2;1;1;1;1;0;0;;;1;287188;375010;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;287188;375010;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;50;50;0;1;1;1;2014;2018;1025286;1;1;1;2;1;1;;;0;;1;3;1;3;1;2;1;2;1;2;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;;;;5;1;14;1;1;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;;1;;;;;;;;;;;;;;3;3;3;3;3;3;3;4;4;4;4;4;3;3;3;4;2;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;1;2007;1;100;0;0;8;;0
25131;9;13;1;2;1,256097561;32344754;36558522;1860739;4358963;2;40;45;33;5;1;0;126;0;0;5;19;1;0;0;25;15;16;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;322000;366000;0;1;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;322000;366000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;0;1;0;;;;0;;0;;0;;;;0;;0;;0;;0;;0;;0;;1;1;0;;;;;;;;;;;;;;;;;;;2;1;16;0;2;0;20;1;1;0;0;;1;0;0;;1;0;0;;1;0;0;;1;0;0;;0;0;1;4026;;1;0;0;;1;0;0;1;0;;;1;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;0;2;1987;1;100;0;0;4;;0
24998;3;13;1;2;1,256097561;21208383;19738201;2426831;2453515;4;76;34;34;0;0;4;152;1;12;12;14;1;0;0;40;0;0;1;1;0;1;0;5;95;0;5;95;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2;2;2;2;3;2;2;2;2;3;1;2;2;3;1;0;;;1;341011;252101;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;341011;252101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;72,73;75,4;0;0;1;0;2017;2018;80000000;1;1;1;2;1;2;;;0;;1;2;0;;1;2;1;2;1;2;1;2;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;6;;;;2;1;7;1;0;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;;1;;;;;;;;;;;;;;4;1;4;1;4;4;4;4;1;4;4;4;4;1;4;1;1;4;1;1;0;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;0;0;;;;1;1;1;1;1957;1;100;0;0;2;;0
20611;4;13;1;2;1,275862069;4980624;4180420;0;0;0;0;3;13;2;0;0;18;0;0;3;66;4;1;3;77;0;0;1;1;0;1;0;16;84;;;;1;0;0;0;0;0;0;0;0;0;0;;;;;3;3;1;1;3;4;4;3;2;3;4;1;2;3;1;0;;;1;446000;460000;1;0;0;;;0;;;1;199000;205000;0;;;0;;;0;;;0;;;;0;;;645000;665000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;70;70;0;1;1;0;;;;1;1;0;;1;2;;;0;;1;1;1;3;0;;1;2;1;1;1;3;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;ESTADOS UNIDOS;;;6;1;18;1;0;0;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2;2;3;3;3;3;3;3;2;3;3;3;2;4;4;2;4;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;3;2008;1;100;0;0;10;COROPORACION DE DERECHO PRIVADO SIN FINES DE LUCRO;0
21896;5;13;3;2;31,5629002;700000;480000;100000;50000;0;0;0;1;5;1;0;7;0;0;0;2;0;0;0;2;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;450000;450000;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;450000;450000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;1;1;0;;;;1;1;1;3;1;3;;;0;;0;;0;;0;;0;;0;;1;1;0;;;;;;;;;;;;;;;;;;;1;0;3;1;1;1;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;;;1;;;;;;;;;;;;;1;1;1;2;3;3;3;3;2;4;4;3;1;1;4;1;3;3;1;1;1;2;0;;;;0;;;;0;;;;1;3;3;2;0;;;;0;1;0;;;;1;1;0;1;2013;1;100;0;0;8;;0
23143;7;13;3;2;24,86088914;2056;8810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;10;0;90;;;;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;4;4;1;4;2;4;1;4;2;4;4;1;4;4;1;0;;;1;476187;5814;0;1;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;476187;5814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;1;1;0;0;2018;2018;365429;0;;1;2;0;;;;0;;0;;0;;0;;0;;0;;1;2;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;4;4;4;3;3;3;3;3;2;4;4;4;2;3;3;2;2;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;2017;1;100;0;0;8;;1
20658;3;13;3;2;1,528149854;376038;364794;98034;0;0;1;0;5;2;5;0;13;0;1;1;3;0;0;0;5;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;498658;346852;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;498658;346852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;80;80;0;0;0;0;2017;2018;744168;1;3;0;;0;;;;0;;1;1;1;2;1;2;0;;0;;1;3;0;;;;;;;;;;;;;;;;;;;1;0;15;1;0;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;2;2;3;2;3;2;2;2;3;3;2;2;2;3;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;1;3;1993;1;100;0;0;10;CORPORACION SIN FINES DE LUCRO;0
25147;9;13;1;1;1;415426184;436867984;5454957;5624485;0;1455;198;159;33;5;0;1850;0;210;58;119;19;1;0;407;1100;509;1;0;0;1;0;16;84;0;0;100;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;3;1;1;2;1;1;1;3;1;1;4;1;0;;;1;503785;263255;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;503785;263255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;47;71;0;1;0;0;2014;2018;1247719;1;1;1;1;1;3;;;0;;0;;0;;1;3;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;0;0;8;1;8;1;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;;1;;;;;;;;;;;;;;4;4;3;3;3;3;3;3;2;3;3;2;4;4;4;3;2;3;1;24;201;1;0;;;;0;;;;1;2;14;1;0;;;;0;;;;1;0;0;;;;1;1;0;1;1981;1;100;0;0;4;;1
23901;1;13;1;2;1,256097561;80635631;69670843;55732549;45881498;0;1;0;63;2;0;0;66;0;0;0;14;1;0;0;15;47;47;1;0;1;0;0;0;100;4;0;96;1;0;0;0;0;0;0;0;0;0;0;;;;;2;3;3;4;3;4;4;4;3;3;4;3;2;4;0;0;;;1;626880;152160;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;626880;152160;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;31;0;33;66;0;1;1;0;2014;2018;561194;1;1;1;1;1;2;;;0;;1;2;0;;1;2;1;3;0;;1;3;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;2;SUIZA;ITALIA;ESTADOS UNIDOS;3;1;6;1;3;1;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;;;1;;;;;;;;;;;;;2;2;2;3;2;2;2;1;1;1;1;3;2;2;3;3;2;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;0;0;1;1999;1;100;0;0;4;;0
20645;1;13;3;2;1,528149854;1066780;964638;0;0;0;0;0;2;0;47;0;49;0;0;0;3;0;38;0;41;2;2;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;674662;818449;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;674662;818449;0;0;0;0;19;0;0;0;0;15;0;0;0;0;15;51;0;0;0;0;0;19;0;0;0;0;15;0;0;0;0;15;51;0;100;100;0;1;0;0;;;;1;2;1;2;0;;;;1;2;1;1;1;1;1;2;1;2;0;;1;3;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;7;;;;0;0;90;1;0;0;90;1;1;0;0;;0;0;1;660000;1;0;0;;1;0;0;;1;0;0;;1;0;0;;;1;0;0;;0;;;;;;;;;;;;;;;;;;;;3;2;2;4;3;3;2;2;2;3;3;3;4;2;3;2;1;1;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;1;2;2006;1;43;25;32;10;CORPORACION DE DERECHO PRIVADO SIN FINES DE LUCRO;0
24364;2;13;1;1;1;5002863315;6061761643;4838719442;6061761643;0;0;2083;855;0;0;0;2938;0;0;396;287;0;0;0;683;0;0;0;0;;;;;;;;;;;;;0;0;1;0;1;1;0;1;0;0;0;4;4;4;3;2;2;4;4;4;3;2;4;4;4;0;0;;;1;728446;142297;0;1;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;728446;142297;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;1;1;0;;;;1;1;0;;0;;;;1;2;1;2;1;2;0;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;1;0;0;0;0;0;0;;1;4;4;3;3;3;3;3;3;3;4;3;3;2;3;3;4;3;4;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;1;1;0;2;1990;1;0;100;0;2;;1
25031;9;13;1;2;1,256097561;30444926;35176351;8888564;7596860;0;80;113;35;1;1;0;230;0;5;47;71;3;0;0;126;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;772167;701634;0;1;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;772167;701634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;1;0;0;2014;2018;1500000;1;2;1;3;0;;;;1;2;1;2;0;;1;2;1;1;1;3;1;1;0;;;;;;;;;;;;;;;;;;;0;0;30;1;0;0;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;;;1;;;;;;;;;;;;;3;2;3;3;4;2;2;2;1;3;4;2;1;2;3;3;3;3;1;5;3;1;0;;;;0;;;;0;;;;0;;;;0;;;;1;0;0;;;;1;0;0;1;1993;1;100;0;0;4;;1
25044;9;13;1;2;1,08;36818234;35258072;7519852;8304407;0;110;47;81;4;0;0;242;3;136;42;90;3;0;0;274;21;21;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;0;;;1;977345;1103103;1;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;0;;;977345;1103103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;1;1;0;2017;2018;1291142;1;3;0;;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;6;1;5;1;0;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;0;0;0;0;0;0;1;RAZONES ESTRATEGICAS;7;3;3;1;3;3;3;3;1;2;4;4;4;3;3;3;3;3;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;0;0;;1968;1;0;100;0;4;;1
